,film,year_film,Total oscars nominations,Total oscars won,Oscars best picture,G.G. nominations,G.G. won,G.G. best motion picture
2150,More,1998,1.0,0.0,0.0,,,
2151,"Brazil, Walter Salles",1998,,,,1.0,1.0,0.0
2152,Quest For Camelot: The Magic Sword,1998,,,,1.0,1.0,0.0
2153,One Day in September,1999,1.0,1.0,0.0,,,
2154,Life,1999,1.0,0.0,0.0,,,
2155,Solomon and Gaenor,1999,1.0,0.0,0.0,,,
2156,On the Ropes,1999,1.0,0.0,0.0,,,
2157,"Girl, Interrupted",1999,1.0,1.0,0.0,1.0,1.0,0.0
2158,Angela's Ashes,1999,1.0,0.0,0.0,1.0,0.0,0.0
2159,Speaking in Strings,1999,1.0,0.0,0.0,,,
2160,The Red Violin,1999,1.0,1.0,0.0,,,
2161,Killing Joe,1999,1.0,0.0,0.0,,,
2162,American Beauty,1999,8.0,5.0,1.0,6.0,3.0,1.0
2163,Magnolia,1999,3.0,0.0,0.0,2.0,1.0,0.0
2164,Major and Minor Miracles,1999,1.0,0.0,0.0,,,
2165,The Legend of 1900,1999,,,,1.0,1.0,0.0
2166,Anywhere But Here,1999,,,,1.0,0.0,0.0
2167,"Germany, François Girard",1999,,,,1.0,0.0,0.0
2168,An Ideal Husband,1999,,,,2.0,0.0,0.0
2169,A Map of the World,1999,,,,1.0,0.0,0.0
2170,"Spain, Pedro Almodóvar",1999,,,,1.0,1.0,0.0
2171,Sweet and Lowdown,1999,2.0,0.0,0.0,2.0,0.0,0.0
2172,Fight Club,1999,1.0,0.0,0.0,,,
2173,The Wildest Show in the South: The Angola Prison Rodeo,1999,1.0,0.0,0.0,,,
2174,Eyes Wide Shut,1999,,,,1.0,0.0,0.0
2175,The Green Mile,1999,4.0,0.0,0.0,1.0,0.0,0.0
2176,Man on the Moon,1999,,,,2.0,1.0,0.0
2177,Eyewitness,1999,1.0,0.0,0.0,,,
2178,Star Wars Episode I: The Phantom Menace,1999,2.0,0.0,0.0,,,
2179,Austin Powers: The Spy Who Shagged Me,1999,1.0,0.0,0.0,1.0,0.0,0.0
2180,The Sixth Sense,1999,6.0,0.0,0.0,2.0,0.0,0.0
2181,The Hurricane,1999,1.0,0.0,0.0,3.0,1.0,0.0
2182,Bicentennial Man,1999,1.0,0.0,0.0,,,
2183,The End of the Affair,1999,2.0,0.0,0.0,4.0,0.0,0.0
2184,The Insider,1999,7.0,0.0,0.0,5.0,0.0,0.0
2185,Tarzan,1999,1.0,1.0,0.0,1.0,1.0,0.0
2186,"South Park: Bigger, Longer & Uncut",1999,1.0,0.0,0.0,,,
2187,Boys Don't Cry,1999,2.0,1.0,0.0,2.0,1.0,0.0
2188,Analyze This,1999,,,,2.0,0.0,0.0
2189,Tumbleweeds,1999,1.0,0.0,0.0,1.0,1.0,0.0
2190,"France, Régis Wargnier",1999,,,,1.0,0.0,0.0
2191,Titus,1999,1.0,0.0,0.0,,,
2192,"France, Patrice Leconte",1999,,,,1.0,0.0,0.0
2193,Anna and the King,1999,2.0,0.0,0.0,2.0,0.0,0.0
2194,Stuart Little,1999,1.0,0.0,0.0,,,
2195,The Matrix,1999,3.0,3.0,0.0,,,
2196,All about My Mother,1999,1.0,1.0,0.0,,,
2197,The Cider House Rules,1999,7.0,2.0,0.0,2.0,0.0,0.0
2198,My Mother Dreams the Satan's Disciples in New York,1999,1.0,1.0,0.0,,,
2199,King Gimp,1999,1.0,1.0,0.0,,,
2200,My Grandmother Ironed the King's Shirts,1999,1.0,0.0,0.0,,,
2201,Toy Story 2,1999,1.0,0.0,0.0,2.0,1.0,1.0
2202,Humdrum,1999,1.0,0.0,0.0,,,
2203,Music of the Heart,1999,2.0,0.0,0.0,1.0,0.0,0.0
2204,The Straight Story,1999,1.0,0.0,0.0,2.0,0.0,0.0
2205,The Mummy,1999,1.0,0.0,0.0,,,
2206,East-West,1999,1.0,0.0,0.0,,,
2207,Topsy-Turvy,1999,4.0,2.0,0.0,,,
2208,3 Misses,1999,1.0,0.0,0.0,,,
2209,Genghis Blues,1999,1.0,0.0,0.0,,,
2210,The Old Man and the Sea,1999,1.0,1.0,0.0,,,
2211,"Canada, François Girard",1999,,,,1.0,0.0,0.0
2212,Election,1999,1.0,0.0,0.0,1.0,0.0,0.0
2213,Under the Sun,1999,1.0,0.0,0.0,,,
2214,Sleepy Hollow,1999,3.0,1.0,0.0,,,
2215,Being John Malkovich,1999,3.0,0.0,0.0,3.0,0.0,0.0
2216,Notting Hill,1999,,,,3.0,0.0,0.0
2217,When the Day Breaks,1999,1.0,0.0,0.0,,,
2218,Buena Vista Social Club,1999,1.0,0.0,0.0,,,
2219,Snow Falling on Cedars,1999,1.0,0.0,0.0,,,
2220,"Bror, Min Bror (Teis and Nico)",1999,1.0,0.0,0.0,,,
2221,The Talented Mr. Ripley,1999,5.0,0.0,0.0,5.0,0.0,0.0
2222,Kleingeld (Small Change),1999,1.0,0.0,0.0,,,
2223,The Muse,1999,,,,1.0,0.0,0.0
2224,Caravan,1999,1.0,0.0,0.0,,,
2225,Big Mama,2000,1.0,1.0,0.0,,,
2226,By Courier,2000,1.0,0.0,0.0,,,
2227,"Crouching Tiger, Hidden Dragon",2000,10.0,4.0,0.0,2.0,1.0,0.0
2228,A Soccer Story (Uma Historia de Futebol),2000,1.0,0.0,0.0,,,
2229,Father and Daughter,2000,1.0,1.0,0.0,,,
2230,Meet The Parents,2000,,,,1.0,0.0,0.0
2231,Billy Elliot,2000,3.0,0.0,0.0,2.0,0.0,0.0
2232,On Tiptoe: Gentle Steps to Freedom,2000,1.0,0.0,0.0,,,
2233,Before Night Falls,2000,1.0,0.0,0.0,1.0,0.0,0.0
2234,Chicken Run,2000,,,,1.0,0.0,0.0
2235,Dr. Seuss' How the Grinch Stole Christmas,2000,3.0,1.0,0.0,,,
2236,The Taste of Others,2000,1.0,0.0,0.0,,,
2237,Long Night's Journey into Day,2000,1.0,0.0,0.0,,,
2238,Malèna,2000,2.0,0.0,0.0,1.0,0.0,0.0
2239,Sound and Fury,2000,1.0,0.0,0.0,,,
2240,"Mexico, Alejandro González Iñárritu",2000,,,,1.0,0.0,0.0
2241,U-571,2000,1.0,0.0,0.0,,,
2242,Dr. Seuss' How The Grinch Stole Christmas!,2000,,,,1.0,0.0,0.0
2243,Divided We Fall,2000,1.0,0.0,0.0,,,
2244,Space Cowboys,2000,1.0,0.0,0.0,,,
2245,Dancer In The Dark,2000,,,,2.0,0.0,0.0
2246,The Periwig-Maker,2000,1.0,0.0,0.0,,,
2247,The Man on Lincoln's Nose,2000,1.0,0.0,0.0,,,
2248,Traffic,2000,5.0,4.0,0.0,5.0,2.0,0.0
2249,"Italy, Marco Tullio Giordana",2000,,,,1.0,0.0,0.0
2250,Dolphins,2000,1.0,0.0,0.0,,,
2251,Everybody Famous!,2000,1.0,0.0,0.0,,,
2252,Frequency,2000,,,,1.0,0.0,0.0
2253,"Italy, Giuseppe Tornatore",2000,,,,1.0,0.0,0.0
2254,Meet the Parents,2000,1.0,0.0,0.0,,,
2255,The Patriot,2000,3.0,0.0,0.0,,,
2256,Saving Grace,2000,,,,1.0,0.0,0.0
2257,All The Pretty Horses,2000,,,,1.0,0.0,0.0
2258,What Women Want,2000,,,,1.0,0.0,0.0
2259,Erin Brockovich,2000,5.0,1.0,0.0,4.0,1.0,0.0
2260,Amores Perros,2000,1.0,0.0,0.0,,,
2261,High Fidelity,2000,,,,1.0,0.0,0.0
2262,One Day Crossing,2000,1.0,0.0,0.0,,,
2263,Best in Show,2000,,,,1.0,0.0,0.0
2264,"O Brother, Where Art Thou?",2000,2.0,0.0,0.0,2.0,1.0,0.0
2265,The Perfect Storm,2000,2.0,0.0,0.0,,,
2266,Into the Arms of Strangers: Stories of the Kindertransport,2000,1.0,1.0,0.0,,,
2267,Rejected,2000,1.0,0.0,0.0,,,
2268,"France, Patrice Leconte",2000,,,,1.0,0.0,0.0
2269,Sunshine,2000,,,,3.0,0.0,0.0
2270,Requiem For a Dream,2000,,,,1.0,0.0,0.0
2271,Wonder Boys,2000,3.0,1.0,0.0,4.0,1.0,0.0
2272,Cast Away,2000,2.0,0.0,0.0,1.0,1.0,0.0
2273,Pollock,2000,2.0,1.0,0.0,,,
2274,Scottsboro: An American Tragedy,2000,1.0,0.0,0.0,,,
2275,Hollow Man,2000,1.0,0.0,0.0,,,
2276,Requiem for a Dream,2000,1.0,0.0,0.0,,,
2277,You Can Count on Me,2000,2.0,0.0,0.0,,,
2278,Curtain Call,2000,1.0,0.0,0.0,,,
2279,Almost Famous,2000,3.0,1.0,0.0,3.0,1.0,1.0
2280,Seraglio,2000,1.0,0.0,0.0,,,
2281,102 Dalmatians,2000,1.0,0.0,0.0,,,
2282,The Cell,2000,1.0,0.0,0.0,,,
2283,The Emperor's New Groove,2000,1.0,0.0,0.0,1.0,0.0,0.0
2284,Vatel,2000,1.0,0.0,0.0,,,
2285,You Can Count On Me,2000,,,,2.0,0.0,0.0
2286,Quiero Ser (I want to be...),2000,1.0,1.0,0.0,,,
2287,Legacy,2000,1.0,0.0,0.0,,,
2288,Quills,2000,3.0,0.0,0.0,2.0,0.0,0.0
2289,Dancer in the Dark,2000,1.0,0.0,0.0,,,
2290,"Taiwan, Ang Lee, Li-Kong Hsu, William Kong",2000,,,,1.0,1.0,0.0
2291,Chocolat,2000,5.0,0.0,0.0,4.0,0.0,0.0
2292,Miss Congeniality,2000,,,,2.0,0.0,0.0
2293,Shadow of the Vampire,2000,2.0,0.0,0.0,1.0,0.0,0.0
2294,Gladiator,2000,12.0,5.0,1.0,5.0,2.0,1.0
2295,The Contender,2000,2.0,0.0,0.0,2.0,0.0,0.0
2296,Nurse Betty,2000,,,,1.0,1.0,0.0
2297,Small Time Crooks,2000,,,,1.0,0.0,0.0
2298,Elling,2001,1.0,0.0,0.0,,,
2299,The Shipping News,2001,,,,2.0,0.0,0.0
2300,Training Day,2001,2.0,1.0,0.0,1.0,0.0,0.0
2301,Bandits,2001,,,,2.0,0.0,0.0
2302,The Deep End,2001,,,,1.0,0.0,0.0
2303,The Lord of the Rings: The Fellowship of the Ring,2001,13.0,4.0,0.0,4.0,0.0,0.0
2304,Amélie,2001,5.0,0.0,0.0,,,
2305,No Man's Land,2001,1.0,1.0,0.0,,,
2306,A Man Thing (Meska Sprawa),2001,1.0,0.0,0.0,,,
2307,Jimmy Neutron: Boy Genius,2001,1.0,0.0,0.0,,,
2308,The Others,2001,,,,1.0,0.0,0.0
2309,Speed for Thespians,2001,1.0,0.0,0.0,,,
2310,Gosford Park,2001,6.0,1.0,0.0,4.0,1.0,0.0
2311,For the Birds,2001,1.0,1.0,0.0,,,
2312,Stubble Trouble,2001,1.0,0.0,0.0,,,
2313,Children Underground,2001,1.0,0.0,0.0,,,
2314,Mulholland Drive,2001,1.0,0.0,0.0,,,
2315,Copy Shop,2001,1.0,0.0,0.0,,,
2316,The Affair of the Necklace,2001,1.0,0.0,0.0,,,
2317,"Brazil, Walter Salles",2001,,,,1.0,0.0,0.0
2318,Black Hawk Down,2001,4.0,2.0,0.0,,,
2319,Thoth,2001,1.0,1.0,0.0,,,
2320,The Royal Tenenbaums,2001,1.0,0.0,0.0,1.0,1.0,0.0
2321,"Bosnia & Herzegovina, Danis Tanovic",2001,,,,1.0,1.0,0.0
2322,LaLee's Kin: The Legacy of Cotton,2001,1.0,0.0,0.0,,,
2323,Memento,2001,2.0,0.0,0.0,1.0,0.0,0.0
2324,Lagaan,2001,1.0,0.0,0.0,,,
2325,"India, Mira Nair",2001,,,,1.0,0.0,0.0
2326,Sexy Beast,2001,1.0,0.0,0.0,1.0,0.0,0.0
2327,Give Up Yer Aul Sins,2001,1.0,0.0,0.0,,,
2328,I Am Sam,2001,1.0,0.0,0.0,,,
2329,"France, Jean-Pierre Jeunet",2001,,,,1.0,0.0,0.0
2330,Ghost World,2001,1.0,0.0,0.0,2.0,0.0,0.0
2331,Sing!,2001,1.0,0.0,0.0,,,
2332,Strange Invaders,2001,1.0,0.0,0.0,,,
2333,Monster's Ball,2001,2.0,1.0,0.0,1.0,0.0,0.0
2334,"Monsters, Inc.",2001,4.0,1.0,0.0,,,
2335,War Photographer,2001,1.0,0.0,0.0,,,
2336,Moulin Rouge,2001,8.0,2.0,0.0,,,
2337,Bridget Jones's Diary,2001,1.0,0.0,0.0,2.0,0.0,0.0
2338,Artists and Orphans: A True Drama,2001,1.0,0.0,0.0,,,
2339,Ali,2001,2.0,0.0,0.0,3.0,0.0,0.0
2340,Murder on a Sunday Morning,2001,1.0,1.0,0.0,,,
2341,Kate & Leopold,2001,1.0,0.0,0.0,2.0,1.0,0.0
2342,A Beautiful Mind,2001,8.0,4.0,1.0,6.0,4.0,1.0
2343,Vanilla Sky,2001,1.0,0.0,0.0,2.0,0.0,0.0
2344,The Man Who Wasn't There,2001,1.0,0.0,0.0,3.0,0.0,0.0
2345,Shrek,2001,2.0,1.0,0.0,1.0,0.0,0.0
2346,A. I.: Artificial Intelligence,2001,,,,3.0,0.0,0.0
2347,Pearl Harbor,2001,3.0,0.0,0.0,2.0,0.0,0.0
2348,Iris,2001,3.0,1.0,0.0,3.0,1.0,0.0
2349,Gregor's Greatest Invention,2001,1.0,0.0,0.0,,,
2350,Harry Potter and the Sorcerer's Stone,2001,3.0,0.0,0.0,,,
2351,Son of the Bride,2001,1.0,0.0,0.0,,,
2352,A.I. Artificial Intelligence,2001,2.0,0.0,0.0,,,
2353,Fifty Percent Grey,2001,1.0,0.0,0.0,,,
2354,Mulholland Dr.,2001,,,,4.0,0.0,0.0
2355,"Mexico, Alfonso Cuarón",2001,,,,1.0,0.0,0.0
2356,In the Bedroom,2001,5.0,0.0,0.0,3.0,1.0,0.0
2357,Moulin Rouge!,2001,,,,6.0,3.0,1.0
2358,Hedwig and the Angry Inch,2001,,,,1.0,0.0,0.0
2359,Promises,2001,1.0,0.0,0.0,,,
2360,the accountant,2001,1.0,1.0,0.0,,,
2361,Legally Blonde,2001,,,,2.0,0.0,0.0
2362,Life as a House,2001,,,,1.0,0.0,0.0
2363,The Wild Thornberrys Movie,2002,1.0,0.0,0.0,1.0,0.0,0.0
2364,Mt. Head,2002,1.0,0.0,0.0,,,
2365,Unfaithful,2002,1.0,0.0,0.0,1.0,0.0,0.0
2366,The Cathedral,2002,1.0,0.0,0.0,,,
2367,"Germany, Caroline Link",2002,,,,1.0,0.0,0.0
2368,El Crimen del Padre Amaro,2002,1.0,0.0,0.0,,,
2369,Lilo & Stitch,2002,1.0,0.0,0.0,,,
2370,Road to Perdition,2002,5.0,1.0,0.0,1.0,0.0,0.0
2371,The Man without a Past,2002,1.0,0.0,0.0,,,
2372,Y Tu Mamá También,2002,1.0,0.0,0.0,,,
2373,My Big Fat Greek Wedding,2002,1.0,0.0,0.0,2.0,0.0,0.0
2374,The ChubbChubbs!,2002,1.0,1.0,0.0,,,
2375,Gangs of New York,2002,10.0,0.0,0.0,5.0,2.0,0.0
2376,Die Another Day,2002,,,,1.0,0.0,0.0
2377,About a Boy,2002,1.0,0.0,0.0,2.0,0.0,0.0
2378,The Collector of Bedford Street,2002,1.0,0.0,0.0,,,
2379,"France, Sijie Dai",2002,,,,1.0,0.0,0.0
2380,Frida,2002,6.0,2.0,0.0,2.0,1.0,0.0
2381,"China, Zhang Yimou",2002,,,,1.0,0.0,0.0
2382,Chicago,2002,12.0,5.0,1.0,7.0,2.0,1.0
2383,Spirit: Stallion of the Cimarron,2002,1.0,0.0,0.0,1.0,0.0,0.0
2384,Star Wars Episode II Attack of the Clones,2002,1.0,0.0,0.0,,,
2385,"Spain, Pedro Almodóvar",2002,,,,1.0,1.0,0.0
2386,8 Mile,2002,1.0,1.0,0.0,1.0,0.0,0.0
2387,"Mexico, Carlos Carrera",2002,,,,1.0,0.0,0.0
2388,This Charming Man (Der Er En Yndig Mand),2002,1.0,1.0,0.0,,,
2389,"Brazil, Fernando Meirelles, Kátia Lund",2002,,,,1.0,0.0,0.0
2390,Punch-Drunk Love,2002,,,,1.0,0.0,0.0
2391,Igby Goes Down,2002,,,,2.0,0.0,0.0
2392,Catch Me If You Can,2002,2.0,0.0,0.0,1.0,0.0,0.0
2393,Talk to Her,2002,2.0,1.0,0.0,,,
2394,Far from Heaven,2002,4.0,0.0,0.0,,,
2395,About Schmidt,2002,2.0,0.0,0.0,5.0,2.0,0.0
2396,Hero,2002,1.0,0.0,0.0,,,
2397,Secretary,2002,,,,1.0,0.0,0.0
2398,Why Can't We Be a Family Again?,2002,1.0,0.0,0.0,,,
2399,Mighty Times: The Legacy of Rosa Parks,2002,1.0,0.0,0.0,,,
2400,Mike's New Car,2002,1.0,0.0,0.0,,,
2401,Inja (Dog),2002,1.0,0.0,0.0,,,
2402,Minority Report,2002,1.0,0.0,0.0,,,
2403,Fait D'Hiver,2002,1.0,0.0,0.0,,,
2404,The Pianist,2002,7.0,3.0,0.0,2.0,0.0,0.0
2405,The Hours,2002,9.0,1.0,0.0,6.0,1.0,1.0
2406,25th Hour,2002,,,,1.0,0.0,0.0
2407,Spirited Away,2002,1.0,1.0,0.0,,,
2408,The Quiet American,2002,1.0,0.0,0.0,1.0,0.0,0.0
2409,Bowling for Columbine,2002,1.0,1.0,0.0,,,
2410,The Time Machine,2002,1.0,0.0,0.0,,,
2411,Prisoner of Paradise,2002,1.0,0.0,0.0,,,
2412,Far From Heaven,2002,,,,4.0,0.0,0.0
2413,The Banger Sisters,2002,,,,1.0,0.0,0.0
2414,Adaptation,2002,4.0,1.0,0.0,6.0,2.0,0.0
2415,Ice Age,2002,1.0,0.0,0.0,,,
2416,Twin Towers,2002,1.0,1.0,0.0,,,
2417,The Lord of the Rings: The Two Towers,2002,5.0,1.0,0.0,2.0,0.0,0.0
2418,Das Rad,2002,1.0,0.0,0.0,,,
2419,Spider-Man,2002,2.0,0.0,0.0,,,
2420,I'll Wait for the Next One... (J'Attendrai Le Suivant...),2002,1.0,0.0,0.0,,,
2421,Daughter from Danang,2002,1.0,0.0,0.0,,,
2422,Rabbit-Proof Fence,2002,,,,1.0,0.0,0.0
2423,Winged Migration,2002,1.0,0.0,0.0,,,
2424,Nowhere in Africa,2002,1.0,1.0,0.0,,,
2425,Zus & Zo,2002,1.0,0.0,0.0,,,
2426,Treasure Planet,2002,1.0,0.0,0.0,,,
2427,Nicholas Nickleby,2002,,,,1.0,0.0,0.0
2428,Johnny Flynton,2002,1.0,0.0,0.0,,,
2429,Spellbound,2002,1.0,0.0,0.0,,,
2430,The Last Samurai,2003,4.0,0.0,0.0,3.0,0.0,0.0
2431,(A) Torzija [(A) Torsion],2003,1.0,0.0,0.0,,,
2432,Finding Nemo,2003,4.0,1.0,0.0,1.0,0.0,0.0
2433,Boundin',2003,1.0,0.0,0.0,,,
2434,Calendar Girls,2003,,,,1.0,0.0,0.0
2435,Seabiscuit,2003,7.0,0.0,0.0,2.0,0.0,0.0
2436,"Russia, Andrey Zvyagintsev ",2003,,,,1.0,0.0,0.0
2437,Under The Tuscan Sun,2003,,,,1.0,0.0,0.0
2438,Girl with a Pearl Earring,2003,3.0,0.0,0.0,,,
2439,Kill Bill (Vol. 1),2003,,,,1.0,0.0,0.0
2440,Monster,2003,1.0,1.0,0.0,1.0,1.0,0.0
2441,Love Actually,2003,,,,2.0,0.0,0.0
2442,In America,2003,3.0,0.0,0.0,2.0,0.0,0.0
2443,City of God,2003,4.0,0.0,0.0,,,
2444,The School of Rock,2003,,,,1.0,0.0,0.0
2445,Zelary,2003,1.0,0.0,0.0,,,
2446,Pieces of April,2003,1.0,0.0,0.0,1.0,0.0,0.0
2447,Veronica Guerin,2003,,,,1.0,0.0,0.0
2448,Girl With a Pearl Earring,2003,,,,2.0,0.0,0.0
2449,Thirteen,2003,1.0,0.0,0.0,2.0,0.0,0.0
2450,"Germany, Wolfgang Becker",2003,,,,1.0,0.0,0.0
2451,Whale Rider,2003,1.0,0.0,0.0,,,
2452,"France, François Dupeyron",2003,,,,1.0,0.0,0.0
2453,American Splendor,2003,1.0,0.0,0.0,1.0,0.0,0.0
2454,Cold Mountain,2003,6.0,1.0,0.0,8.0,1.0,0.0
2455,Destino,2003,1.0,0.0,0.0,,,
2456,The Barbarian Invasions,2003,2.0,1.0,0.0,,,
2457,Die Rote Jacke (The Red Jacket),2003,1.0,0.0,0.0,,,
2458,Master and Commander: The Far Side of the World,2003,9.0,1.0,0.0,3.0,0.0,0.0
2459,Harvie Krumpet,2003,1.0,1.0,0.0,,,
2460,The Triplets of Belleville,2003,2.0,0.0,0.0,,,
2461,Dirty Pretty Things,2003,1.0,0.0,0.0,,,
2462,Ferry Tales,2003,1.0,0.0,0.0,,,
2463,Pirates of the Caribbean: The Curse of the Black Pearl,2003,4.0,0.0,0.0,1.0,0.0,0.0
2464,The Fog of War,2003,1.0,1.0,0.0,,,
2465,House of Sand and Fog,2003,3.0,0.0,0.0,1.0,0.0,0.0
2466,Squash,2003,1.0,0.0,0.0,,,
2467,Mona Lisa Smile,2003,,,,1.0,0.0,0.0
2468,Gone Nutty,2003,1.0,0.0,0.0,,,
2469,Something's Gotta Give,2003,1.0,0.0,0.0,2.0,1.0,0.0
2470,Big Fish,2003,1.0,0.0,0.0,4.0,0.0,0.0
2471,"Canada, Denys Arcand",2003,,,,1.0,0.0,0.0
2472,Chernobyl Heart,2003,1.0,1.0,0.0,,,
2473,Twin Sisters,2003,1.0,0.0,0.0,,,
2474,Freaky Friday (2003),2003,,,,1.0,0.0,0.0
2475,21 Grams,2003,2.0,0.0,0.0,,,
2476,The Weather Underground,2003,1.0,0.0,0.0,,,
2477,Lost in Translation,2003,4.0,1.0,0.0,5.0,3.0,1.0
2478,Asylum,2003,1.0,0.0,0.0,,,
2479,Shattered Glass,2003,,,,1.0,0.0,0.0
2480,Mystic River,2003,6.0,2.0,0.0,5.0,2.0,0.0
2481,"Afghanistan, Siddiq Barmak",2003,,,,1.0,1.0,0.0
2482,The Lord of the Rings: The Return of the King,2003,11.0,11.0,1.0,4.0,4.0,1.0
2483,My Architect,2003,1.0,0.0,0.0,,,
2484,Capturing the Friedmans,2003,1.0,0.0,0.0,,,
2485,Most (The Bridge),2003,1.0,0.0,0.0,,,
2486,Bad Santa,2003,,,,1.0,0.0,0.0
2487,Nibbles,2003,1.0,0.0,0.0,,,
2488,Bend It Like Beckham,2003,,,,1.0,0.0,0.0
2489,Two Soldiers,2003,1.0,1.0,0.0,,,
2490,The Twilight Samurai,2003,1.0,0.0,0.0,,,
2491,A Mighty Wind,2003,1.0,0.0,0.0,,,
2492,Brother Bear,2003,1.0,0.0,0.0,,,
2493,Evil,2003,1.0,0.0,0.0,,,
2494,The Cooler,2003,1.0,0.0,0.0,2.0,0.0,0.0
2495,Balseros,2003,1.0,0.0,0.0,,,
2496,Eternal Sunshine of The Spotless Mind,2004,,,,4.0,0.0,0.0
2497,Bridget Jones: The Edge Of Reason,2004,,,,1.0,0.0,0.0
2498,Being Julia,2004,1.0,0.0,0.0,1.0,1.0,0.0
2499,As It Is in Heaven,2004,1.0,0.0,0.0,,,
2500,Hardwood,2004,1.0,0.0,0.0,,,
2501,7:35 in the Morning (7:35 de la Mañana),2004,1.0,0.0,0.0,,,
2502,Eternal Sunshine of the Spotless Mind,2004,2.0,1.0,0.0,,,
2503,Lemony Snicket's A Series of Unfortunate Events,2004,4.0,1.0,0.0,,,
2504,Little Terrorist,2004,1.0,0.0,0.0,,,
2505,Vera Drake,2004,3.0,0.0,0.0,1.0,0.0,0.0
2506,"Brazil, Walter Salles",2004,,,,1.0,0.0,0.0
2507,Harry Potter and the Prisoner of Azkaban,2004,2.0,0.0,0.0,,,
2508,Sideways,2004,5.0,1.0,0.0,7.0,2.0,1.0
2509,Alfie (2004),2004,,,,1.0,1.0,0.0
2510,A Love Song For Bobby Long,2004,,,,1.0,0.0,0.0
2511,"Spain, Alejandro Amenábar",2004,,,,1.0,1.0,0.0
2512,Yesterday,2004,1.0,0.0,0.0,,,
2513,"China, Zhang Yimou",2004,,,,1.0,0.0,0.0
2514,Shark Tale,2004,1.0,0.0,0.0,,,
2515,Autism Is a World,2004,1.0,0.0,0.0,,,
2516,Twist of Faith,2004,1.0,0.0,0.0,,,
2517,The Aviator,2004,11.0,5.0,0.0,6.0,3.0,1.0
2518,Gopher Broke,2004,1.0,0.0,0.0,,,
2519,Shrek 2,2004,2.0,0.0,0.0,1.0,0.0,0.0
2520,Troy,2004,1.0,0.0,0.0,,,
2521,A Very Long Engagement,2004,2.0,0.0,0.0,,,
2522,Super Size Me,2004,1.0,0.0,0.0,,,
2523,Maria Full of Grace,2004,1.0,0.0,0.0,,,
2524,The Sea Inside,2004,2.0,1.0,0.0,1.0,0.0,0.0
2525,Tupac: Resurrection,2004,1.0,0.0,0.0,,,
2526,Closer,2004,2.0,0.0,0.0,5.0,2.0,0.0
2527,"France, Christophe Barratier",2004,,,,1.0,0.0,0.0
2528,Kill Bill (Vol. 2),2004,,,,2.0,0.0,0.0
2529,The Village,2004,1.0,0.0,0.0,,,
2530,Everything in This Country Must,2004,1.0,0.0,0.0,,,
2531,Birthday Boy,2004,1.0,0.0,0.0,,,
2532,Sister Rose's Passion,2004,1.0,0.0,0.0,,,
2533,"Manchurian Candidate (2004), The",2004,,,,1.0,0.0,0.0
2534,De-Lovely,2004,,,,2.0,0.0,0.0
2535,Kinsey,2004,1.0,0.0,0.0,3.0,0.0,0.0
2536,Hotel Rwanda,2004,3.0,0.0,0.0,3.0,0.0,0.0
2537,Beyond the Sea,2004,,,,1.0,0.0,0.0
2538,Before Sunset,2004,1.0,0.0,0.0,,,
2539,Collateral,2004,2.0,0.0,0.0,1.0,0.0,0.0
2540,Ray,2004,6.0,2.0,0.0,2.0,1.0,0.0
2541,Downfall,2004,1.0,0.0,0.0,,,
2542,House of Flying Daggers,2004,1.0,0.0,0.0,,,
2543,Ryan,2004,1.0,1.0,0.0,,,
2544,The Passion of the Christ,2004,3.0,0.0,0.0,,,
2545,The Chorus (Les Choristes),2004,2.0,0.0,0.0,,,
2546,Guard Dog,2004,1.0,0.0,0.0,,,
2547,Mighty Times: The Children's March,2004,1.0,1.0,0.0,,,
2548,Lorenzo,2004,1.0,0.0,0.0,,,
2549,The Incredibles,2004,3.0,1.0,0.0,1.0,0.0,0.0
2550,"France, Jean-Pierre Jeunet",2004,,,,1.0,0.0,0.0
2551,Spanglish,2004,,,,1.0,0.0,0.0
2552,The Children of Leningradsky,2004,1.0,0.0,0.0,,,
2553,The Story of the Weeping Camel,2004,1.0,0.0,0.0,,,
2554,The Polar Express,2004,2.0,0.0,0.0,1.0,0.0,0.0
2555,The Motorcycle Diaries,2004,2.0,1.0,0.0,,,
2556,The Phantom of the Opera,2004,3.0,0.0,0.0,3.0,0.0,0.0
2557,Birth,2004,,,,1.0,0.0,0.0
2558,Million Dollar Baby,2004,7.0,4.0,1.0,5.0,2.0,0.0
2559,Finding Neverland,2004,7.0,1.0,0.0,5.0,0.0,0.0
2560,Wasp,2004,1.0,1.0,0.0,,,
2561,"Two Cars, One Night",2004,1.0,0.0,0.0,,,
2562,"I, Robot",2004,1.0,0.0,0.0,,,
2563,Born into Brothels,2004,1.0,1.0,0.0,,,
2564,Spider-Man 2,2004,2.0,1.0,0.0,,,
2565,Walk The Line,2005,,,,3.0,3.0,1.0
2566,Christmas In Love,2005,,,,1.0,0.0,0.0
2567,"Good Night, and Good Luck",2005,,,,4.0,0.0,0.0
2568,Darwin's Nightmare,2005,1.0,0.0,0.0,,,
2569,"China, Stephen Chow",2005,,,,1.0,0.0,0.0
2570,The Squid and the Whale,2005,1.0,0.0,0.0,3.0,0.0,0.0
2571,Star Wars: Episode III Revenge of the Sith,2005,1.0,0.0,0.0,,,
2572,March of the Penguins,2005,1.0,1.0,0.0,,,
