film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture,TMDb Score
"Italy, Paolo Sorrentino",2013,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
The Act of Killing,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692
One Chance,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.683
The Book Thief,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.49
Avant Que De Tout Perdre (Just before Losing Everything),2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
The Hunt,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.645
The Hobbit: The Desolation of Smaug,2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.572
The Wind Rises,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.786
The Invisible Woman,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.746
August: Osage County,2013,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.848
Cutie and the Boxer,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818
The Wolf of Wall Street,2013,5.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,8.035
Facing Fear,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
The Great Gatsby,2013,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.374
Labor Day,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.985
Ernest & Celestine,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.794
The Grandmaster,2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.615
Feral,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.175
The Lady in Number 6: Music Saved My Life,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
The Croods,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.913
Aquel No Era Yo (That Wasn't Me),2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
"Japan, Hayao Miyazaki",2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Frozen,2013,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7.245
The Lone Ranger,2013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.089
The Square,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.768
The Voorman Problem,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
The Broken Circle Breakdown,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Get a Horse!,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.597
The Great Beauty,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.506
Dirty Wars,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.031
Mr. Hublot,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.886
Jackass Presents: Bad Grandpa,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.124
Omar,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Prisoners,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.094
Iron Man 3,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.927
Enough Said,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.726
Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
"Denmark, Thomas Vinterberg",2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Nebraska,2013,6.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,7.429
Inside Llewyn Davis,2013,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.2
20 Feet from Stardom,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22
Possessions,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
The Hunger Games: Catching Fire,2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.4
12 Years a Slave,2013,9.0,3.0,5.0,2.0,1.0,7.0,1.0,5.0,1.0,1.0,7.945
"France, Abdellatif Kechiche",2013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Blue Jasmine,2013,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,6.997
Mandela: Long Walk to Freedom,2013,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,6.84
Philomena,2013,4.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.362
Captain Phillips,2013,5.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,7.549
Karama Has No Walls,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Room on the Broom,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375
Lone Survivor,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.431
Prison Terminal: The Last Days of Private Jack Hall,2013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Noah,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.66
Finding Vivian Maier,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.535
Timbuktu,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
The Hundred-Foot Journey,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.314
Annie (2014),2014,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.243
X-Men: Days of Future Past,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.524
Interstellar,2014,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.427
The Lego Movie,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.417
Boogaloo and Graham,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Butter Lamp (La Lampe Au Beurre De Yak),2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
The Boxtrolls,2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.666
"Poland, Denmark, Pawel Pawlikowski",2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Maleficent,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.093
Foxcatcher,2014,5.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.7
The Hunger Games: Mockingjay - Part 1,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.806
Aya,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crisis Hotline: Veterans Press 1,2014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.063
Big Eyes,2014,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,7.0
The Judge,2014,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.304
Birdman,2014,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1.0,0.0,3.6
The Imitation Game,2014,8.0,1.0,4.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,8.007
Begin Again,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.243
The Theory of Everything,2014,5.0,1.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,7.857
The Tale of the Princess Kaguya,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.082
The Hobbit: The Battle of the Five Armies,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.315
Nightcrawler,2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.705
Dawn of the Planet of the Apes,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31
Me and My Moulton,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Joanna,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Maps To The Stars,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.184
The LEGO Movie,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.417
Our Curse,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
The Grand Budapest Hotel,2014,9.0,4.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,8.051
Into the Woods,2014,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,5.753
Feast,2014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.152
Beyond the Lights,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.902
The Dam Keeper,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375
Pride,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.723
American Sniper,2014,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.431
Last Days in Vietnam,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Song of the Sea,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.012
The Phone Call,2014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
The Reaper (La Parka),2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Whiplash,2014,5.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8.383
White Earth,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Birdman or (The Unexpected Virtue of Ignorance),2014,8.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.467
"Israel, Ronit Elkabetz, Shlomi Elkabetz",2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Bigger Picture,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
The Book of Life,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.55
Ida,2014,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.244
Captain America: The Winter Soldier,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.668
Wild Tales,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
The Salt of the Earth,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
Leviathan,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.934
Selma,2014,2.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,7.4
St. Vincent,2014,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.103
"Sweden, Ruben Östlund",2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
How to Train Your Dragon 2,2014,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.669
Wild,2014,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.017
Cake,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.288
"Two Days, One Night",2014,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.921
Still Alice,2014,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.501
Glen Campbell...I'll Be Me,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
Mr. Turner,2014,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.539
"Estonia, Zaza Urushadze",2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Gone Girl,2014,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,7.894
Parvaneh,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Big Hero 6,2014,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.735
Unbroken,2014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44
Tangerines,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681
A Most Violent Year,2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.595
Guardians of the Galaxy,2014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.985
Inherent Vice,2014,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.579
Boyhood,2014,6.0,1.0,4.0,1.0,0.0,5.0,3.0,4.0,3.0,1.0,7.507
Virunga,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.914
"Russia, Andrey Zvyagintsev ",2014,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
CitizenFour,2014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.742
A Single Life,2014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
45 Years,2015,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
The Martian,2015,6.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,7.683
The Look of Silence,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.858
Trainwreck,2015,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.796
Mad Max: Fury Road,2015,9.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.588
Embrace of the Serpent,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Infinitely Polar Bear,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.632
Last Day of Freedom,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Sanjay's Super Team,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.464
Love & Mercy,2015,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.179
Room,2015,4.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,8.03
Spy,2015,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.831
Shaun the Sheep Movie,2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.985
Racing Extinction,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.814
Shok,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Sicario,2015,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.392
Prologue,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Son of Saul,2015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.147
Spotlight,2015,6.0,2.0,4.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,7.817
A War,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.563
Star Wars: The Force Awakens,2015,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.287
Steve Jobs,2015,2.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,6.773
Straight Outta Compton,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.788
Stutterer,2015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Ave Maria,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amy,2015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.595
The Big Short,2015,5.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.35
The Good Dinosaur,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.74
Anomalisa,2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.128
Inside Out,2015,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.919
Fifty Shades of Grey,2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.88
The Lady in the Van,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.422
The Hateful Eight,2015,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,7.75
The Peanuts Movie,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.878
Ex Machina,2015,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.573
Everything Will Be Okay (Alles Wird Gut),2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Joy,2015,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,6.524
The Hunting Ground,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.355
Mustang,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.774
A Girl in the River: The Price of Forgiveness,2015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
The 100-Year-Old Man Who Climbed out the Window and Disappeared,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.791
The Danish Girl,2015,4.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,7.594
Spectre,2015,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.539
Body Team 12,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.813
"France, Deniz Gamze Ergüven",2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Trumbo,2015,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.2
Furious 7,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.237
World of Tomorrow,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Cartel Land,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.173
"Hungary, László Nemes",2015,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Carol,2015,6.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.496
"Belgium, France, Luxembourg, Jaco Van Dormael",2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Concussion,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.085
Youth,2015,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.9
"Finland, Germany, Estonia, Klaus Härö",2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Creed,2015,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.415
99 Homes,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.771
Brooklyn,2015,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.309
Theeb,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.747
Day One,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.423
Bridge of Spies,2015,6.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.227
Danny Collins,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.767
Grandma,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.446
Boy and the World,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.262
Winter on Fire: Ukraine's Fight for Freedom,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.934
Beasts of No Nation,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.596
Bear Story,2015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.442
Claude Lanzmann: Spectres of the Shoah,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
"What Happened, Miss Simone?",2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.434
The Revenant,2015,11.0,3.0,4.0,2.0,0.0,4.0,3.0,3.0,3.0,1.0,7.53
Cinderella,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.807
"Chile, Pablo Larraín",2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
When Marnie Was There,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.936
"Chau, beyond the Lines",2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
We Can't Live without Cosmos,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857
Miss Sloane,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.449
Fences,2016,4.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,6.872
Passengers,2016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.939
Star Trek Beyond,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.783
Fire at Sea,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.674
"France, Paul Verhoeven",2016,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Fantastic Beasts and Where to Find Them,2016,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.329
"Germany, Maren Ade",2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Allied,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.784
Pear Cider and Cigarettes,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.944
Jackie,2016,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.5
Extremis,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
O.J.: Made in America,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
Watani: My Homeland,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Jim: The James Foley Story,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Nocturnal Animals,2016,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,7.438
Joe's Violin,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
A Man Called Ove,2016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.615
The White Helmets,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.367
Gold,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.195
Pearl,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333
Florence Foster Jenkins,2016,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,6.657
Piper,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.154
Silent Nights,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
Silence,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Sing,2016,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.11
The Red Turtle,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.486
Hidden Figures,2016,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.058
Hell or High Water,2016,4.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.3
Tanna,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Trolls,2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.665
Sing Street,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.872
Rules Don't Apply,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.754
The Edge of Seventeen,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.166
Sully,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
I Am Not Your Negro,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.716
Suicide Squad,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91
Toni Erdmann,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99
Hacksaw Ridge,2016,5.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,8.2
Timecode,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.584
