year_film,year_award,Golden Globes nominations,nominee,film,Golden Globes winner
2014,2015,Best original score - motion picture,"Trent Reznor, Atticus Ross",Gone Girl,False
2014,2015,Best original score - motion picture,Hans Zimmer,Interstellar,False
2014,2015,Best original song - motion picture,"""Glory"", Common, John Legend",Selma,True
2014,2015,Best original song - motion picture,"""Big Eyes"", Lana Del Rey, Daniel Heath",Big Eyes,False
2014,2015,Best original song - motion picture,"""Yellow Flicker Beat"", Lorde, Joel Little",The Hunger Games: Mockingjay - Part 1,False
2014,2015,Best original song - motion picture,"""Mercy Is"", Patti Smith, Lenny Kaye",Noah,False
2014,2015,Best original song - motion picture,"""Opportunity"", Sia, Will Gluck, Greg Kurstin",Annie (2014),False
2015,2016,Best motion picture - drama,The Revenant,The Revenant,True
2015,2016,Best motion picture - drama,Carol,Carol,False
2015,2016,Best motion picture - drama,Mad Max: Fury Road,Mad Max: Fury Road,False
2015,2016,Best motion picture - drama,Room,Room,False
2015,2016,Best motion picture - drama,Spotlight,Spotlight,False
2015,2016,Best motion picture - musical or comedy,The Martian,The Martian,True
2015,2016,Best motion picture - musical or comedy,Spy,Spy,False
2015,2016,Best motion picture - musical or comedy,"Big Short, The","Big Short, The",False
2015,2016,Best motion picture - musical or comedy,Trainwreck,Trainwreck,False
2015,2016,Best motion picture - musical or comedy,Joy,Joy,False
2015,2016,Best actress - drama,Brie Larson,Room,True
2015,2016,Best actress - drama,Cate Blanchett,Carol,False
2015,2016,Best actress - drama,Rooney Mara,Carol,False
2015,2016,Best actress - drama,Alicia Vikander,The Danish Girl,False
2015,2016,Best actress - drama,Saoirse Ronan,Brooklyn,False
2015,2016,Best actor - drama,Leonardo DiCaprio,The Revenant,True
2015,2016,Best actor - drama,Will Smith,Concussion,False
2015,2016,Best actor - drama,Michael Fassbender,Steve Jobs,False
2015,2016,Best actor - drama,Eddie Redmayne,The Danish Girl,False
2015,2016,Best actor - drama,Bryan Cranston,Trumbo,False
2015,2016,Best actress - musical or comedy,Jennifer Lawrence,Joy,True
2015,2016,Best actress - musical or comedy,Maggie Smith,"Lady in the Van, The",False
2015,2016,Best actress - musical or comedy,Amy Schumer,Trainwreck,False
2015,2016,Best actress - musical or comedy,Lily Tomlin,Grandma,False
2015,2016,Best actress - musical or comedy,Melissa McCarthy,Spy,False
2015,2016,Best actor - musical or comedy,Matt Damon,The Martian,True
2015,2016,Best actor - musical or comedy,Al Pacino,Danny Collins,False
2015,2016,Best actor - musical or comedy,Mark Ruffalo,Infinitely Polar Bear,False
2015,2016,Best actor - musical or comedy,Christian Bale,"Big Short, The",False
2015,2016,Best actor - musical or comedy,Steve Carell,"Big Short, The",False
2015,2016,Best supporting actress - motion picture,Kate Winslet,Steve Jobs,True
2015,2016,Best supporting actress - motion picture,Jane Fonda,Youth,False
2015,2016,Best supporting actress - motion picture,Alicia Vikander,Ex Machina,False
2015,2016,Best supporting actress - motion picture,Jennifer Jason Leigh,The Hateful Eight,False
2015,2016,Best supporting actress - motion picture,Helen Mirren,Trumbo,False
2015,2016,Best supporting actor - motion picture,Sylvester Stallone,Creed,True
2015,2016,Best supporting actor - motion picture,Michael Shannon,99 Homes,False
2015,2016,Best supporting actor - motion picture,Idris Elba,Beasts of No Nation,False
2015,2016,Best supporting actor - motion picture,Mark Rylance,Bridge of Spies,False
2015,2016,Best supporting actor - motion picture,Paul Dano,Love & Mercy,False
2015,2016,Best director - motion picture,Alejandro González Iñárritu,The Revenant,True
2015,2016,Best director - motion picture,Ridley Scott,The Martian,False
2015,2016,Best director - motion picture,Todd Haynes,Carol,False
2015,2016,Best director - motion picture,George Miller,Mad Max: Fury Road,False
2015,2016,Best director - motion picture,Tom McCarthy,Spotlight,False
2015,2016,Best screenplay - motion picture,Aaron Sorkin,Steve Jobs,True
2015,2016,Best screenplay - motion picture,Emma Donoghue,Room,False
2015,2016,Best screenplay - motion picture,"Tom McCarthy, Josh Singer",Spotlight,False
2015,2016,Best screenplay - motion picture,"Charles Randolph, Adam McKay","Big Short, The",False
2015,2016,Best screenplay - motion picture,Quentin Tarantino,The Hateful Eight,False
2015,2016,Best motion picture - animated,Inside Out,Inside Out,True
2015,2016,Best motion picture - animated,The Peanuts Movie,The Peanuts Movie,False
2015,2016,Best motion picture - animated,Anomalisa,Anomalisa,False
2015,2016,Best motion picture - animated,Shaun the Sheep Movie,Shaun the Sheep Movie,False
2015,2016,Best motion picture - animated,The Good Dinosaur,The Good Dinosaur,False
2015,2016,Best motion picture - foreign language,Son of Saul,"Hungary, László Nemes",True
2015,2016,Best motion picture - foreign language,Mustang,"France, Deniz Gamze Ergüven",False
2015,2016,Best motion picture - foreign language,The Brand New Testament,"Belgium, France, Luxembourg, Jaco Van Dormael",False
2015,2016,Best motion picture - foreign language,The Club,"Chile, Pablo Larraín",False
2015,2016,Best motion picture - foreign language,The Fencer,"Finland, Germany, Estonia, Klaus Härö",False
2015,2016,Best original score - motion picture,Ennio Morricone,The Hateful Eight,True
2015,2016,Best original score - motion picture,Carter Burwell,Carol,False
2015,2016,Best original score - motion picture,Daniel Pemberton,Steve Jobs,False
2015,2016,Best original score - motion picture,Alexandre Desplat,The Danish Girl,False
2015,2016,Best original score - motion picture,"Ryuichi Sakamoto, Alva Noto",The Revenant,False
2015,2016,Best original song - motion picture,"""Writing's On The Wall"", Sam Smith, Jimmy Napes",Spectre,True
2015,2016,Best original song - motion picture,"""Love Me Like You Do"", Tove Lo, Max Martin, Savan Kotecha, Ali Payami, Ilya Salmanzadeh",Fifty Shades of Grey,False
2015,2016,Best original song - motion picture,"""See You Again"", DJ Frank E, Andrew Cedar, Charlie Puth, Wiz Khalifa",Furious 7,False
2015,2016,Best original song - motion picture,"""One Kind of Love"", Brian Wilson, Scott Bennett",Love & Mercy,False
2015,2016,Best original song - motion picture,"""Simple Song #3"", David Lang",Youth,False
2016,2017,Best motion picture - drama,Moonlight,Moonlight,True
2016,2017,Best motion picture - drama,Hell or High Water,Hell or High Water,False
2016,2017,Best motion picture - drama,Lion,Lion,False
2016,2017,Best motion picture - drama,Manchester by the Sea,Manchester by the Sea,False
2016,2017,Best motion picture - drama,Hacksaw Ridge,Hacksaw Ridge,False
2016,2017,Best motion picture - musical or comedy,La La Land,La La Land,True
2016,2017,Best motion picture - musical or comedy,20th Century Women,20th Century Women,False
2016,2017,Best motion picture - musical or comedy,Deadpool,Deadpool,False
2016,2017,Best motion picture - musical or comedy,Florence Foster Jenkins,Florence Foster Jenkins,False
2016,2017,Best motion picture - musical or comedy,Sing Street,Sing Street,False
2016,2017,Best actress - drama,Isabelle Huppert,Elle,True
2016,2017,Best actress - drama,Amy Adams,Arrival,False
2016,2017,Best actress - drama,Jessica Chastain,Miss Sloane,False
2016,2017,Best actress - drama,Ruth Negga,Loving,False
2016,2017,Best actress - drama,Natalie Portman,Jackie,False
2016,2017,Best actor - drama,Casey Affleck,Manchester by the Sea,True
2016,2017,Best actor - drama,Joel Edgerton,Loving,False
2016,2017,Best actor - drama,Andrew Garfield,Hacksaw Ridge,False
2016,2017,Best actor - drama,Viggo Mortensen,Captain Fantastic,False
2016,2017,Best actor - drama,Denzel Washington,Fences,False
2016,2017,Best actress - musical or comedy,Emma Stone,La La Land,True
2016,2017,Best actress - musical or comedy,Annette Bening,20th Century Women,False
2016,2017,Best actress - musical or comedy,Lily Collins,Rules Don't Apply,False
2016,2017,Best actress - musical or comedy,Hailee Steinfeld,The Edge of Seventeen,False
2016,2017,Best actress - musical or comedy,Meryl Streep,Florence Foster Jenkins,False
2016,2017,Best actor - musical or comedy,Ryan Gosling,La La Land,True
2016,2017,Best actor - musical or comedy,Colin Farrell,The Lobster,False
2016,2017,Best actor - musical or comedy,Hugh Grant,Florence Foster Jenkins,False
2016,2017,Best actor - musical or comedy,Jonah Hill,War Dogs,False
2016,2017,Best actor - musical or comedy,Ryan Reynolds,Deadpool,False
2016,2017,Best supporting actress - motion picture,Viola Davis,Fences,True
2016,2017,Best supporting actress - motion picture,Naomie Harris,Moonlight,False
2016,2017,Best supporting actress - motion picture,Nicole Kidman,Lion,False
2016,2017,Best supporting actress - motion picture,Octavia Spencer,Hidden Figures,False
2016,2017,Best supporting actress - motion picture,Michelle Williams,Manchester by the Sea,False
2016,2017,Best supporting actor - motion picture,Aaron Taylor-Johnson,Nocturnal Animals,True
2016,2017,Best supporting actor - motion picture,Mahershala Ali,Moonlight,False
2016,2017,Best supporting actor - motion picture,Jeff Bridges,Hell or High Water,False
2016,2017,Best supporting actor - motion picture,Simon Helberg,Florence Foster Jenkins,False
2016,2017,Best supporting actor - motion picture,Dev Patel,Lion,False
2016,2017,Best director - motion picture,Damien Chazelle,La La Land,True
2016,2017,Best director - motion picture,Barry Jenkins,Moonlight,False
2016,2017,Best director - motion picture,Kenneth Lonergan,Manchester by the Sea,False
2016,2017,Best director - motion picture,Tom Ford,Nocturnal Animals,False
2016,2017,Best director - motion picture,Mel Gibson,Hacksaw Ridge,False
2016,2017,Best screenplay - motion picture,Damien Chazelle,La La Land,True
2016,2017,Best screenplay - motion picture,Tom Ford,Nocturnal Animals,False
2016,2017,Best screenplay - motion picture,Barry Jenkins,Moonlight,False
2016,2017,Best screenplay - motion picture,Kenneth Lonergan,Manchester by the Sea,False
2016,2017,Best screenplay - motion picture,Taylor Sheridan,Hell or High Water,False
2016,2017,Best motion picture - animated,Zootopia,Zootopia,True
2016,2017,Best motion picture - animated,Kubo and the Two Strings,Kubo and the Two Strings,False
2016,2017,Best motion picture - animated,Moana,Moana,False
2016,2017,Best motion picture - animated,My Life as a Zucchini,My Life as a Zucchini,False
2016,2017,Best motion picture - animated,Sing,Sing,False
2016,2017,Best motion picture - foreign language,Elle,"France, Paul Verhoeven",True
2016,2017,Best motion picture - foreign language,Divines,"France, Houda Benyamina",False
2016,2017,Best motion picture - foreign language,Neruda,"Chile, Pablo Larraín",False
2016,2017,Best motion picture - foreign language,The Salesman,"Iran, Asghar Farhadi ",False
2016,2017,Best motion picture - foreign language,Toni Erdmann,"Germany, Maren Ade",False
2016,2017,Best original score - motion picture,Justin Hurwitz,La La Land,True
2016,2017,Best original score - motion picture,Nicholas Britell,Moonlight,False
2016,2017,Best original score - motion picture,Jóhann Jóhannsson,Arrival,False
2016,2017,Best original score - motion picture,"Dustin O'Halloran, Hauschka",Lion,False
2016,2017,Best original score - motion picture,"Hans Zimmer, Pharrell Williams, Benjamin Wallfisch",Hidden Figures,False
2016,2017,Best original song - motion picture,"""City of Stars"", Justin Hurwitz, Benj Pasek, Justin Paul",La La Land,True
2016,2017,Best original song - motion picture,"""Gold"", Iggy Pop, Danger Mouse, Daniel Pemberton, Stephen Gaghan",Gold,False
2016,2017,Best original song - motion picture,"""How Far I'll Go"", Lin-Manuel Miranda",Moana,False
2016,2017,Best original song - motion picture,"""Can't Stop the Feeling!"", Justin Timberlake, Max Martin, Shellback",Trolls,False
2016,2017,Best original song - motion picture,"""Faith"", Stevie Wonder, Ryan Tedder, Francis and the Lights",Sing,False
2017,2018,Best motion picture - drama,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",True
2017,2018,Best motion picture - drama,Call Me By Your Name,Call Me By Your Name,False
2017,2018,Best motion picture - drama,Dunkirk,Dunkirk,False
2017,2018,Best motion picture - drama,The Post,The Post,False
2017,2018,Best motion picture - drama,The Shape of Water,The Shape of Water,False
2017,2018,Best motion picture - musical or comedy,Lady Bird,Lady Bird,True
2017,2018,Best motion picture - musical or comedy,"Disaster Artist, The ","Disaster Artist, The ",False
2017,2018,Best motion picture - musical or comedy,Get Out,Get Out,False
2017,2018,Best motion picture - musical or comedy,The Greatest Showman,The Greatest Showman,False
2017,2018,Best motion picture - musical or comedy,"I, Tonya","I, Tonya",False
2017,2018,Best actress - drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",True
2017,2018,Best actress - drama,Meryl Streep,The Post,False
2017,2018,Best actress - drama,Michelle Williams,All The Money In The World,False
2017,2018,Best actress - drama,Jessica Chastain,Molly's Game,False
2017,2018,Best actress - drama,Sally Hawkins,The Shape of Water,False
2017,2018,Best actor - drama,Gary Oldman,Darkest Hour,True
2017,2018,Best actor - drama,Timothée Chalamet,Call Me By Your Name,False
2017,2018,Best actor - drama,Daniel Day-Lewis,Phantom Thread,False
2017,2018,Best actor - drama,Tom Hanks,The Post,False
2017,2018,Best actor - drama,Denzel Washington,"Roman J. Israel, Esq.",False
2017,2018,Best actress - musical or comedy,Saoirse Ronan,Lady Bird,True
2017,2018,Best actress - musical or comedy,Judi Dench,Victoria & Abdul,False
2017,2018,Best actress - musical or comedy,Helen Mirren,"Leisure Seeker, The ",False
2017,2018,Best actress - musical or comedy,Margot Robbie,"I, Tonya",False
2017,2018,Best actress - musical or comedy,Emma Stone,Battle of the Sexes,False
2017,2018,Best actor - musical or comedy,James Franco,"Disaster Artist, The ",True
2017,2018,Best actor - musical or comedy,Hugh Jackman,The Greatest Showman,False
2017,2018,Best actor - musical or comedy,Daniel Kaluuya,Get Out,False
2017,2018,Best actor - musical or comedy,Steve Carell,Battle of the Sexes,False
2017,2018,Best actor - musical or comedy,Ansel Elgort,Baby Driver,False
2017,2018,Best supporting actress - motion picture,Allison Janney,"I, Tonya",True
2017,2018,Best supporting actress - motion picture,Mary J. Blige,Mudbound,False
